id,name,team,position_1,position_2,position_3,position_4,position_5,position_6,height,weight,left_foot,right_foot,corners,crossing,dribbling,finishing,first_touch,free_kick_taking,heading,long_shots,long_throws,marking,passing,penalty_taking,tackling,technique,aggression,anticipation,bravery,composure,concentration,decisions,determination,flair,leadership,off_the_ball,positioning,teamwork,vision,work_rate,acceleration,agility,balance,jumping_reach,natural_fitness,pace,stamina,strength,aerial_reach,command_of_area,communication,eccentricity,handling,kicking,one_on_ones,punching_tendency,reflexes,rushing_out_tendency,throwing
336,Dominik Szoboszlai,Liverpool,mc,amc,mr,ml,amr,aml,1.86,74,9,20,16,13,13,11,15,16,7,15,5,8,16,16,10,16,12,13,12,14,12,13,16,16,13,14,9,14,15,15,14,12,13,11,15,17,16,11,,,,,,,,,,,
337,Konstantinos Tsimikas,Liverpool,dl,wbl,,,,,1.75,67,20,6,14,16,15,6,15,14,8,8,11,13,15,11,15,15,14,14,14,15,13,14,15,13,9,14,14,16,14,16,15,14,14,10,14,15,15,12,,,,,,,,,,,
339,Virgil van Dijk,Liverpool,dc,,,,,,1.93,92,11,20,3,6,13,8,17,13,17,7,8,16,16,11,17,16,16,16,15,17,16,16,16,11,17,8,16,16,14,15,15,12,15,17,17,15,15,17,,,,,,,,,,,
636,Federico Chiesa,Liverpool,aml,amr,st,,,,1.75,70,14,20,8,13,16,14,15,5,9,14,4,5,13,10,5,14,16,12,13,15,10,12,18,16,12,15,6,11,13,14,16,14,13,8,10,17,12,13,,,,,,,,,,,
660,Vítezslav Jaros,Liverpool,gk,,,,,,1.88,80,7,20,,,,,10,7,,,,,10,2,,13,11,11,12,11,12,11,13,2,6,1,11,14,10,14,13,16,12,12,15,11,14,10,13,12,10,5,15,12,12,11,15,8,11
669,Harvey Davies,Liverpool,gk,,,,,,1.9,80,20,5,,,,,9,6,,,,,13,2,,5,9,15,11,12,13,8,10,3,10,1,13,12,10,9,12,13,13,15,11,13,4,9,15,14,11,5,13,10,10,6,9,10,12
688,Treymaurice Nyoni,Liverpool,mc,amc,,,,,1.74,59,15,20,9,8,9,11,13,9,9,11,5,7,14,5,9,12,10,7,4,9,8,13,3,11,8,14,11,13,14,11,11,13,9,9,8,13,9,5,,,,,,,,,,,
692,Amara Nallo,Liverpool,dc,,,,,,1.83,72,20,13,5,3,6,5,14,3,12,9,2,11,12,5,13,9,15,10,11,10,7,11,14,5,2,8,16,10,12,11,12,12,11,10,14,12,6,7,,,,,,,,,,,
709,Jayden Danns,Liverpool,st,amc,,,,,1.89,77,5,20,10,11,15,15,15,10,12,12,9,9,14,8,6,15,14,15,9,9,10,15,4,13,10,11,11,10,8,13,15,13,15,11,11,13,11,7,,,,,,,,,,,
340,Manuel Akanji,Man City,dc,dr,,,,,1.87,91,14,20,4,8,11,6,13,9,13,11,12,15,13,8,16,12,13,15,16,16,15,13,14,9,10,9,13,14,13,13,14,13,13,15,13,15,14,17,,,,,,,,,,,
341,Nathan Aké,Man City,dc,dm,dl,,,,1.8,75,20,10,2,10,13,8,14,6,15,10,10,15,14,3,15,14,12,16,16,16,15,14,15,6,14,5,15,14,13,16,15,14,13,12,14,15,15,15,,,,,,,,,,,
342,Bernardo Veiga de Carvalho e Silva,Man City,amc,mc,amr,mr,,,1.73,64,20,8,14,15,17,15,17,13,10,13,2,12,17,13,8,18,13,16,15,16,15,15,16,17,12,17,13,17,17,20,15,19,16,7,17,14,17,9,,,,,,,,,,,
343,Oscar Bobb,Man City,amc,mc,amr,mr,aml,,1.74,73,20,13,12,8,14,11,13,10,6,11,4,7,13,10,6,14,12,13,11,14,13,13,13,15,7,13,12,14,13,14,15,14,12,8,14,14,13,8,,,,,,,,,,,
344,Scott Carson,Man City,gk,,,,,,1.9,86,11,20,,,,,7,7,,,,,8,4,,6,11,11,13,10,13,10,13,2,14,1,12,12,9,12,8,13,13,14,15,9,12,15,14,14,14,13,14,10,14,10,13,11,10
345,Kevin De Bruyne,Man City,mc,amc,mr,ml,,,1.81,68,16,20,13,18,15,15,15,16,5,16,6,8,17,14,8,17,12,13,13,13,14,17,17,16,13,14,9,13,19,14,15,12,13,9,16,13,15,12,,,,,,,,,,,
346,Jérémy Doku,Man City,aml,st,amr,,,,1.71,67,12,20,11,12,17,11,14,8,5,8,5,5,13,14,7,15,14,11,15,13,10,9,12,16,6,12,8,14,10,13,18,16,13,8,16,17,14,13,,,,,,,,,,,
347,Ederson Santana de Moraes,Man City,gk,,,,,,1.88,86,20,12,,,,,14,8,,,,,18,12,,17,12,17,18,20,16,15,16,1,7,15,16,14,17,13,14,13,13,13,15,13,14,13,13,16,14,15,16,20,14,6,15,16,17
348,Phil Foden,Man City,aml,amc,mc,amr,,,1.71,64,20,9,13,13,17,14,17,13,8,13,5,8,17,12,8,17,7,14,13,16,15,15,14,16,8,16,10,14,17,16,16,17,15,7,14,16,15,9,,,,,,,,,,,
349,Jack Grealish,Man City,aml,ml,amc,amr,mr,,1.75,82,15,20,12,14,16,11,14,10,10,11,2,5,13,11,8,14,9,12,14,13,11,13,14,16,12,12,10,13,15,15,14,15,13,6,15,13,13,13,,,,,,,,,,,
350,Joško Gvardiol,Man City,dl,dc,wbl,,,,1.85,80,20,12,3,13,14,8,15,7,14,9,13,15,15,8,15,14,15,15,17,17,15,14,17,13,14,13,15,16,16,17,15,13,16,14,15,16,15,17,,,,,,,,,,,
351,Erling Haaland,Man City,st,,,,,,1.95,94,20,11,7,10,14,18,16,13,15,13,5,6,13,17,7,15,15,19,15,18,15,15,20,16,13,18,7,14,14,13,17,16,17,18,19,19,14,17,,,,,,,,,,,
352,Julián Álvarez,Man City,st,amc,aml,amr,,,1.7,70,13,20,14,11,13,15,16,13,10,14,6,5,13,13,8,15,11,14,12,15,12,15,14,17,7,15,8,16,13,16,15,14,13,7,15,13,16,13,,,,,,,,,,,
353,João Cavaco Cancelo,Man City,dr,wbr,dl,wbl,,,1.82,74,12,20,13,16,16,9,16,13,10,13,14,9,16,11,13,17,15,13,12,14,10,13,13,17,7,14,11,12,16,12,15,15,14,12,14,15,14,12,,,,,,,,,,,
354,Mateo Kovačić,Man City,mc,dm,,,,,1.76,82,11,20,10,10,16,8,16,12,10,9,7,12,14,12,15,17,14,16,14,18,11,14,17,16,11,13,12,15,15,17,15,12,16,9,12,14,14,13,,,,,,,,,,,
355,Rico Lewis,Man City,dr,wbr,dm,mc,,,1.69,67,8,20,4,10,13,8,12,6,12,5,10,11,13,12,13,13,15,12,16,15,13,14,17,12,13,13,16,13,12,16,15,17,13,8,13,14,15,13,,,,,,,,,,,
356,Matheus Luiz Nunes,Man City,mc,amc,amr,,,,1.84,78,12,20,13,13,15,12,14,11,10,14,8,9,13,11,11,15,15,13,16,13,17,13,15,15,8,14,14,16,14,16,14,13,13,12,17,14,16,14,,,,,,,,,,,
357,James McAtee,Man City,amc,mc,amr,mr,,,1.8,70,20,8,8,12,15,12,14,12,7,12,3,9,14,10,6,16,8,12,12,14,13,13,13,15,7,11,6,13,13,13,15,16,14,10,12,13,13,9,,,,,,,,,,,
358,Stefan Ortega Moreno,Man City,gk,,,,,,1.85,88,8,20,,,,,13,7,,,,,15,5,,12,10,12,12,13,12,13,14,5,13,5,11,12,13,13,11,12,13,14,14,9,12,13,12,13,13,10,15,15,13,11,16,13,14
360,Rodrigo 'Rodri' Hernandez,Man City,dm,mc,dc,,,,1.91,75,13,20,4,8,13,13,15,8,13,15,7,13,16,8,17,14,13,17,15,20,17,18,13,9,11,14,17,16,16,16,14,13,12,17,16,13,17,16,,,,,,,,,,,
361,Rúben Gato Alves Dias,Man City,dc,,,,,,1.86,83,12,20,4,11,12,6,13,5,15,4,5,17,14,8,18,13,16,17,18,15,15,15,18,8,17,8,17,16,13,17,13,13,12,16,18,13,18,16,,,,,,,,,,,
362,John Stones,Man City,dc,dm,dr,,,,1.88,72,12,20,4,6,14,8,14,5,14,6,8,13,16,12,16,16,13,16,17,18,16,15,13,12,13,15,16,16,14,17,14,13,12,16,16,15,16,15,,,,,,,,,,,
363,Kyle Walker,Man City,dr,wbr,,,,,1.78,83,10,20,3,10,13,6,12,10,12,7,11,13,12,5,12,12,13,15,13,12,12,12,16,10,15,12,13,14,11,15,18,12,12,10,20,17,16,12,,,,,,,,,,,
571,Sávio 'Savinho' Moreira de Oliveira,Man City,aml,amr,,,,,1.73,66,20,7,12,14,17,11,15,12,3,10,11,5,12,10,4,16,8,13,9,12,12,12,15,17,9,15,5,12,15,11,16,17,13,11,13,16,12,7,,,,,,,,,,,
607,Nico O'Reilly,Man City,amc,st,,,,,1.84,73,20,8,10,10,13,11,12,10,10,10,3,8,16,9,10,13,5,14,5,11,10,11,12,10,13,11,11,13,12,12,13,10,16,8,9,11,7,8,,,,,,,,,,,
625,Ilkay Gündogan,Man City,mc,amc,dm,,,,1.8,80,13,20,9,10,13,12,16,14,6,11,5,10,15,13,12,15,15,16,13,15,13,13,15,13,14,15,12,15,15,14,13,15,13,9,13,12,15,12,,,,,,,,,,,
626,Issa Kaboré,Man City,wbr,dr,,,,,1.8,70,10,20,10,12,12,8,12,7,8,8,8,11,12,10,12,12,14,12,12,12,11,11,14,13,7,14,11,10,9,10,16,13,8,8,12,16,13,12,,,,,,,,,,,
671,Jacob Wright,Man City,mc,dm,,,,,1.78,78,9,20,4,8,6,7,13,8,10,9,7,12,10,4,13,11,14,14,10,11,13,15,7,5,11,10,9,14,10,14,11,8,10,5,5,10,10,13,,,,,,,,,,,
672,Jahmai Simpson-Pusey,Man City,dc,,,,,,1.86,78,8,20,7,5,12,5,11,9,15,10,6,15,11,5,15,10,10,15,12,10,8,10,14,5,9,10,13,10,8,11,15,15,11,9,10,13,8,9,,,,,,,,,,,
675,Josh Wilson-Esbrand,Man City,dl,wbl,,,,,1.76,73,20,9,7,13,13,9,12,7,8,10,11,11,12,8,13,13,15,12,12,12,11,12,13,13,13,12,10,12,10,13,15,12,11,10,12,15,11,12,,,,,,,,,,,
698,Divin Mubama,Man City,st,,,,,,1.83,77,20,8,10,7,10,13,11,10,12,11,1,9,11,9,5,11,9,11,5,13,11,9,15,13,13,12,9,15,10,11,13,10,12,13,12,15,8,10,,,,,,,,,,,
703,Max Alleyne,Man City,dc,,,,,,1.88,77,13,20,7,2,7,8,9,3,11,7,6,14,10,6,14,4,11,11,10,8,10,14,16,6,11,7,14,8,7,10,11,9,10,13,15,9,6,6,,,,,,,,,,,
704,Spike Brits,Man City,gk,,,,,,1.9,68,12,20,,,,,10,7,,,,,11,2,,10,11,11,11,10,12,8,17,2,8,2,9,8,11,10,12,9,8,11,13,16,5,7,11,10,9,10,9,10,11,5,11,16,10
732,Abdukodir Khusanov,Man City,dc,,,,,,1.87,86,12,20,7,11,7,9,13,3,12,12,8,16,11,7,13,8,14,12,12,12,11,15,13,7,7,12,12,12,10,14,12,8,14,12,7,12,9,14,,,,,,,,,,,
733,Vitor de Oliveira Nunes dos Reis,Man City,dc,,,,,,1.86,77,12,20,5,5,3,7,10,2,15,9,7,13,11,9,15,10,15,12,12,8,10,15,5,5,5,9,14,10,7,11,15,15,11,13,11,15,9,8,,,,,,,,,,,
755,Omar Marmoush,Man City,aml,st,amr,,,,1.83,81,8,20,14,11,17,14,13,15,12,13,7,8,12,14,9,16,13,14,12,13,11,12,13,16,6,14,8,12,12,12,17,16,12,12,13,17,12,12,,,,,,,,,,,
765,Nico González,Man City,mc,dm,,,,,1.87,81,14,20,6,8,12,9,15,8,12,10,5,12,14,8,13,14,13,14,12,15,12,13,14,14,11,12,14,13,14,14,12,13,15,13,15,13,14,14,,,,,,,,,,,
364,Amad Diallo,Man Utd,amr,mr,amc,mc,st,aml,1.73,68,20,8,11,12,17,14,17,13,5,16,3,5,16,9,4,16,12,12,7,11,9,9,17,16,5,13,6,8,14,12,17,17,14,7,15,16,11,9,,,,,,,,,,,
365,Antony Matheus dos Santos,Man Utd,amr,mr,,,,,1.74,63,20,7,10,14,16,12,16,13,6,14,6,6,14,13,8,16,14,12,14,12,12,9,14,17,8,13,9,14,13,17,13,17,14,7,15,15,17,7,,,,,,,,,,,
366,Bruno Borges Fernandes,Man Utd,amc,mc,amr,,,,1.79,69,13,20,16,16,11,15,17,16,10,16,4,3,18,19,8,17,18,17,17,14,13,13,17,17,17,17,8,15,18,17,13,15,13,9,20,13,19,10,,,,,,,,,,,
367,Altay Bayindir,Man Utd,gk,,,,,,1.98,88,10,20,,,,,11,8,,,,,12,2,,10,16,15,16,8,7,8,12,4,15,3,12,10,10,14,10,15,14,19,13,10,11,16,15,13,10,12,17,15,16,13,14,14,10
368,Carlos Henrique Casimiro,Man Utd,dm,mc,,,,,1.85,84,13,20,9,10,10,10,13,9,15,13,9,13,13,12,15,13,18,16,17,11,14,12,17,12,17,12,15,16,12,15,10,10,14,13,12,11,13,16,,,,,,,,,,,
369,Diogo Dalot Teixeira,Man Utd,dr,wbr,dl,,,,1.84,75,12,20,9,13,13,8,14,6,12,7,13,12,13,10,13,13,13,14,12,13,12,12,13,11,8,13,14,14,11,15,14,14,13,13,15,14,15,13,,,,,,,,,,,
370,Christian Eriksen,Man Utd,mc,amc,dm,,,,1.78,76,15,20,15,15,11,14,18,15,3,14,3,4,17,16,6,17,7,14,6,15,14,16,16,14,8,13,7,17,17,12,10,12,12,8,17,11,12,7,,,,,,,,,,,
371,Jonny Evans,Man Utd,dc,,,,,,1.88,77,16,20,4,5,10,6,12,4,15,3,9,14,14,5,15,13,12,16,14,15,15,13,15,3,15,6,15,14,13,14,11,10,14,15,10,10,12,14,,,,,,,,,,,
372,Alejandro Garnacho,Man Utd,aml,amr,,,,,1.8,64,14,20,6,12,15,14,14,10,5,10,2,2,12,14,5,14,13,10,13,13,10,10,14,16,4,14,4,10,11,14,17,15,13,9,14,17,15,10,,,,,,,,,,,
373,Hannibal Mejbri,Man Utd,mc,amc,,,,,1.82,70,11,20,14,11,14,10,14,13,6,10,3,5,12,11,9,15,16,13,13,12,11,11,14,16,6,12,7,13,12,18,13,14,13,11,15,14,16,9,,,,,,,,,,,
374,Tom Heaton,Man Utd,gk,,,,,,1.88,84,8,20,,,,,8,8,,,,,12,2,,8,7,13,14,10,17,14,13,1,18,2,14,18,11,6,5,10,10,14,13,7,10,13,14,15,16,6,13,10,12,5,14,11,11
375,Rasmus Højlund,Man Utd,st,,,,,,1.91,79,20,12,6,11,13,14,14,7,13,10,5,4,13,9,7,14,14,14,15,12,10,11,16,13,8,14,5,14,11,17,14,12,16,15,13,17,14,15,,,,,,,,,,,
376,Victor Lindelöf,Man Utd,dc,,,,,,1.87,80,13,20,3,10,12,7,14,6,13,4,10,15,13,12,14,14,8,14,9,13,14,14,12,7,10,8,15,14,12,13,13,13,13,14,16,13,16,13,,,,,,,,,,,
377,Harry Maguire,Man Utd,dc,,,,,,1.94,100,12,20,5,7,10,8,13,8,17,7,10,15,13,14,15,13,12,13,17,13,12,12,11,9,15,7,16,14,12,12,10,8,13,17,17,12,17,17,,,,,,,,,,,
378,Kobbie Mainoo,Man Utd,dm,mc,amc,,,,1.8,66,13,20,10,10,15,11,15,7,11,9,5,9,15,9,12,16,13,14,13,16,13,15,13,11,7,14,14,16,14,15,14,16,16,10,15,14,15,12,,,,,,,,,,,
379,Tyrell Malacia,Man Utd,dl,wbl,,,,,1.69,67,20,10,7,13,12,7,13,9,9,8,12,14,12,7,13,13,15,13,16,13,11,14,16,10,9,13,13,15,10,17,15,17,13,8,16,15,15,7,,,,,,,,,,,
380,Lisandro Martínez,Man Utd,dc,dl,,,,,1.75,77,20,11,6,9,11,7,14,8,14,6,12,15,15,10,16,15,17,16,17,16,14,14,17,10,13,10,16,14,14,15,13,13,14,12,15,13,15,15,,,,,,,,,,,
381,Scott McTominay,Man Utd,mc,amc,dm,,,,1.93,88,12,20,6,13,13,16,14,6,15,13,11,12,14,8,15,13,17,13,16,12,15,12,18,6,14,16,11,19,10,16,14,15,16,18,17,15,20,16,,,,,,,,,,,
382,Mason Mount,Man Utd,mc,amc,amr,aml,,,1.81,73,12,20,15,12,11,14,15,14,8,12,4,7,14,15,11,14,15,14,15,14,12,14,18,13,11,17,14,18,12,20,14,13,10,9,15,15,19,10,,,,,,,,,,,
383,André Onana,Man Utd,gk,,,,,,1.9,93,9,20,,,,,13,3,,,,,14,5,,12,9,13,13,16,12,12,15,14,14,1,14,14,10,14,11,15,15,16,16,11,13,13,15,14,14,19,15,15,12,10,15,15,15
384,Facundo Pellistri Rebollo,Man Utd,amr,,,,,,1.74,65,11,20,8,11,15,10,14,8,4,7,3,4,12,10,8,13,14,10,14,10,10,11,14,14,5,14,8,15,10,15,16,14,13,7,15,14,14,7,,,,,,,,,,,
387,Luke Shaw,Man Utd,dl,wbl,dc,,,,1.8,75,20,9,15,14,14,8,15,14,13,6,10,14,15,8,13,14,13,15,13,15,14,15,10,10,13,15,15,15,13,14,15,15,15,13,13,15,15,16,,,,,,,,,,,
389,Joshua Zirkzee,Man Utd,st,,,,,,1.93,84,12,20,4,10,17,13,15,12,12,12,4,5,16,12,9,18,13,14,12,12,12,15,12,19,10,13,10,17,16,13,13,14,13,13,14,14,15,15,,,,,,,,,,,
572,Leny Yoro,Man Utd,dc,,,,,,1.9,83,8,20,9,9,11,7,13,7,16,9,6,13,12,8,14,12,10,14,12,12,13,15,16,11,12,12,14,14,11,13,12,12,12,16,12,12,12,14,,,,,,,,,,,
593,Matthijs de Ligt,Man Utd,dc,,,,,,1.89,89,10,20,4,7,10,8,12,10,16,12,7,16,13,8,16,12,16,14,18,12,13,14,16,8,17,9,16,14,12,16,12,11,16,16,12,14,14,18,,,,,,,,,,,
594,Noussair Mazraoui,Man Utd,dr,wbr,mr,dm,mc,dl,1.83,65,10,20,8,12,14,9,15,7,11,12,12,11,14,10,14,15,13,12,15,13,12,13,12,15,11,14,12,16,14,16,14,15,12,11,10,14,15,10,,,,,,,,,,,
613,Toby Collyer,Man Utd,dm,mc,,,,,1.8,73,14,20,12,11,12,10,15,9,7,9,8,7,15,11,8,15,8,11,7,13,13,11,9,8,7,9,9,15,12,14,15,13,12,11,14,13,15,8,,,,,,,,,,,
648,Ethan Wheatley,Man Utd,st,,,,,,1.84,69,14,20,8,5,14,11,12,6,10,9,4,7,10,7,2,10,10,12,5,14,4,14,6,9,7,11,9,8,8,13,14,14,14,13,6,14,10,4,,,,,,,,,,,
652,Manuel Ugarte,Man Utd,dm,mc,,,,,1.82,77,11,20,7,10,11,8,13,10,9,10,10,14,13,7,18,12,18,16,18,13,17,13,19,12,12,8,16,18,12,17,12,12,16,11,17,13,17,14,,,,,,,,,,,
658,Ayden Heaven,Man Utd,dc,dm,mc,,,,1.88,73,20,10,6,8,6,5,12,8,10,7,8,10,9,5,15,12,14,6,9,9,9,10,13,5,1,8,13,9,9,10,7,10,10,15,13,6,7,7,,,,,,,,,,,
667,Jack Fletcher,Man Utd,mc,amc,,,,,1.8,64,20,12,12,9,9,11,12,10,4,13,4,4,13,3,6,12,15,6,9,10,8,14,11,10,1,14,8,9,14,13,14,10,14,9,12,10,10,4,,,,,,,,,,,
670,Harry Amass,Man Utd,dl,wbl,,,,,1.81,71,20,10,8,11,13,7,13,7,6,6,7,11,12,7,12,14,15,11,10,13,10,9,6,10,4,11,11,12,9,13,15,13,12,9,12,15,12,8,,,,,,,,,,,
673,Jayce Fitzgerald,Man Utd,mc,dm,,,,,1.79,71,10,20,5,6,11,9,12,6,5,10,4,6,12,6,9,12,14,12,11,12,10,10,12,7,8,9,9,12,7,13,12,10,9,7,15,13,12,11,,,,,,,,,,,
691,Godwill Kukonki,Man Utd,dc,dl,,,,,1.85,72,20,11,4,8,6,6,9,1,14,6,1,10,9,5,14,8,9,8,9,8,7,7,11,5,7,3,13,7,5,8,14,11,8,10,7,11,7,7,,,,,,,,,,,
761,Elyh Harrison,Man Utd,gk,,,,,,1.84,76,10,20,,,,,11,7,,,,,13,4,,10,10,10,11,14,10,8,13,3,6,3,11,7,8,8,11,13,8,13,9,10,8,7,13,10,9,12,13,12,11,7,13,12,6
766,Patrick Dorgu,Man Utd,dl,wbl,ml,,,,1.75,55,20,10,10,14,14,12,15,10,11,9,9,8,14,11,9,14,14,15,9,11,15,10,15,11,7,16,10,14,13,14,15,16,13,12,13,16,13,14,,,,,,,,,,,
776,Chido Obi-Martin,Man Utd,st,,,,,,1.87,73,8,20,8,8,14,14,14,8,13,9,8,5,9,8,2,12,9,9,9,8,4,14,11,11,10,14,7,8,8,9,14,10,4,10,12,11,8,7,,,,,,,,,,,
777,Tyler Fredricson,Man Utd,dc,dm,,,,,1.84,70,10,20,2,3,7,4,13,2,11,2,5,11,12,6,9,12,8,14,10,13,10,11,7,5,5,3,12,11,6,8,12,12,10,13,11,13,12,9,,,,,,,,,,,
778,Jack Moorhouse,Man Utd,mc,amc,,,,,1.8,73,10,20,9,9,15,12,12,7,5,11,4,3,11,12,5,13,15,8,8,12,10,9,7,12,5,11,5,12,11,13,13,12,10,11,11,12,10,8,,,,,,,,,,,
779,Sékou Koné,Man Utd,dm,mc,,,,,1.8,72,5,20,8,8,4,9,13,7,8,12,5,8,12,3,14,8,5,10,9,5,9,14,11,5,1,9,13,9,13,13,14,11,9,9,13,10,12,7,,,,,,,,,,,
783,Hubert Graczyk,Man Utd,gk,,,,,,1.87,80,5,20,,,,,6,6,,,,,8,3,,4,8,8,14,7,7,8,13,2,9,2,8,13,6,7,11,13,8,12,14,7,9,8,12,8,7,11,11,8,12,13,15,6,9
390,Alex Murphy,Newcastle,dl,dc,wbl,,,,1.84,73,20,5,4,11,11,4,12,6,12,5,8,9,11,3,12,12,11,10,11,11,10,10,13,11,4,9,10,12,11,12,12,11,12,11,14,13,13,10,,,,,,,,,,,
391,Miguel Almirón Rejala,Newcastle,amr,amc,aml,mr,ml,,1.74,70,20,2,10,10,14,12,12,10,6,10,4,8,12,11,12,12,7,14,12,10,12,11,16,13,6,15,14,15,13,20,16,16,13,6,15,17,15,10,,,,,,,,,,,
392,Harvey Barnes,Newcastle,aml,ml,amc,amr,,,1.78,66,12,20,9,13,16,12,14,11,8,14,11,6,11,8,7,14,9,12,9,11,9,12,12,15,7,12,4,12,13,12,15,15,13,10,13,16,13,12,,,,,,,,,,,
393,Sven Botman,Newcastle,dc,dl,,,,,1.93,91,20,9,8,8,10,6,13,6,15,6,9,16,14,9,16,13,10,15,17,15,15,15,15,8,14,9,16,16,11,15,12,9,14,15,12,12,15,17,,,,,,,,,,,
394,Bruno Guimarães Rodriguez Moura,Newcastle,dm,mc,,,,,1.82,74,8,20,11,12,16,13,18,12,11,12,5,13,18,11,14,18,18,16,15,18,15,15,14,14,12,14,16,15,17,16,13,13,15,12,14,11,14,14,,,,,,,,,,,
395,Dan Burn,Newcastle,dc,dl,,,,,2.01,87,20,8,7,9,9,9,12,4,14,4,13,15,13,5,15,12,15,15,17,13,14,14,16,8,13,9,15,17,10,17,9,8,8,19,12,12,15,16,,,,,,,,,,,
396,Martin Dúbravka,Newcastle,gk,,,,,,1.9,83,10,20,,,,,11,2,,,,,12,3,,10,9,15,14,12,10,11,15,10,13,3,15,12,12,10,13,14,13,15,14,9,10,12,15,12,13,5,14,13,16,13,15,12,11
398,Anthony Gordon,Newcastle,aml,amr,amc,st,,,1.83,77,8,20,12,14,16,12,14,13,8,14,6,9,13,13,12,15,13,13,13,14,13,14,17,15,9,14,7,15,12,16,18,15,14,12,10,17,15,10,,,,,,,,,,,
399,Lewis Hall,Newcastle,dl,wbl,dm,mc,dc,amc,1.79,84,20,10,11,16,11,10,13,14,8,12,9,9,13,16,13,13,10,12,14,16,9,14,5,9,10,11,10,14,13,16,15,9,12,9,17,14,14,11,,,,,,,,,,,
400,Isaac Hayden,Newcastle,dm,mc,,,,,1.85,79,12,20,5,10,11,7,12,5,11,10,7,13,12,8,14,12,14,13,15,14,12,12,15,8,14,12,14,15,10,14,10,10,11,13,16,10,15,13,,,,,,,,,,,
401,Alexander Isak,Newcastle,st,,,,,,1.9,74,10,20,8,10,18,16,16,9,13,11,7,6,14,17,7,18,11,16,13,16,13,15,14,17,7,17,7,15,16,15,18,16,16,15,14,17,15,13,,,,,,,,,,,
402,Jacob Murphy,Newcastle,amr,aml,mr,ml,,,1.79,74,11,20,12,14,15,11,13,13,4,11,5,7,11,5,8,13,9,13,11,11,10,12,15,13,6,12,8,11,12,18,15,14,13,7,13,16,12,10,,,,,,,,,,,
403,Joelinton Cássio Apolinário de Lira,Newcastle,mc,aml,amc,,,,1.86,81,10,20,7,11,16,11,15,8,16,10,6,7,13,11,15,14,17,14,20,14,13,15,15,14,13,14,14,19,13,20,12,10,15,15,12,14,18,18,,,,,,,,,,,
404,Lloyd Kelly,Newcastle,dc,dl,,,,,1.91,86,20,9,7,12,11,6,11,5,13,6,12,14,13,7,13,12,10,14,12,15,12,14,13,6,13,9,13,13,9,13,13,13,14,14,11,14,14,13,,,,,,,,,,,
405,Emil Krafth,Newcastle,dr,wbr,,,,,1.84,83,8,20,8,13,11,7,11,9,12,10,10,12,12,7,13,13,11,13,13,12,12,12,13,8,8,12,13,13,14,14,14,13,15,12,12,15,14,13,,,,,,,,,,,
406,Garang Kuol,Newcastle,amr,st,,,,,1.75,67,7,20,5,9,15,12,12,10,5,8,5,5,9,7,6,11,14,12,10,8,8,9,15,15,9,11,6,11,10,10,16,16,11,8,15,16,8,7,,,,,,,,,,,
407,Jamaal Lascelles,Newcastle,dc,,,,,,1.88,89,13,20,3,4,8,5,11,3,15,3,3,15,10,3,15,10,15,13,15,11,11,13,14,4,17,8,12,15,4,15,11,10,11,15,16,13,14,16,,,,,,,,,,,
408,Jamal Lewis,Newcastle,dl,wbl,ml,aml,,,1.78,70,20,8,4,11,12,6,12,6,11,8,5,12,12,6,12,13,10,12,12,12,12,11,14,5,2,11,11,13,10,14,14,13,15,10,18,15,16,10,,,,,,,,,,,
409,Tino Livramento,Newcastle,dr,wbr,dl,,,,1.85,80,12,20,7,14,14,7,13,7,11,5,9,11,13,7,14,14,12,13,12,11,10,13,15,12,10,12,13,12,10,14,16,12,13,11,14,15,14,12,,,,,,,,,,,
410,Sean Longstaff,Newcastle,mc,dm,,,,,1.8,65,8,20,11,11,13,12,14,11,11,11,5,11,12,5,15,13,13,14,18,13,14,13,15,10,11,14,16,16,12,18,11,11,13,11,15,12,17,12,,,,,,,,,,,
411,Lewis Miley,Newcastle,mc,amc,dm,,,,1.85,73,13,20,9,10,12,11,13,10,12,12,8,12,13,10,12,13,13,14,13,12,13,13,14,12,8,13,12,14,13,15,14,11,12,13,15,12,12,12,,,,,,,,,,,
412,Odysseas Vlachodimos,Newcastle,gk,,,,,,1.88,76,9,20,,,,,8,1,,,,,9,3,,8,11,11,10,11,13,13,13,4,10,3,14,13,10,13,13,16,12,14,14,12,13,12,14,8,10,4,16,12,14,13,18,7,14
413,Nick Pope,Newcastle,gk,,,,,,1.96,78,12,20,,,,,7,3,,,,,10,2,,7,8,15,14,9,14,12,14,4,8,2,15,15,6,15,8,14,12,18,10,9,10,13,18,17,15,2,16,7,18,12,16,15,12
414,John Ruddy,Newcastle,gk,,,,,,1.93,97,6,20,,,,,9,1,,,,,10,5,,10,6,13,14,13,13,11,17,3,16,6,12,13,9,6,7,13,13,15,12,9,13,16,14,13,14,7,11,13,13,9,12,15,10
415,Fabian Schär,Newcastle,dc,,,,,,1.88,84,12,20,6,9,12,10,15,12,15,12,8,16,16,14,16,13,17,15,15,16,14,13,12,9,11,9,15,16,15,12,10,10,12,14,12,13,13,15,,,,,,,,,,,
416,Matt Targett,Newcastle,dl,wbl,,,,,1.83,81,20,11,12,13,12,10,13,10,12,6,10,12,13,7,13,12,12,13,12,13,13,13,14,10,9,14,13,14,13,14,14,13,14,12,13,13,14,14,,,,,,,,,,,
