name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,defensive_contribution,GW
Mikkel Damsgaard,MID,Brentford,,0,0,6,0,0.0,96,0.11,0.11,0.00,0.10,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,14,FALSE,19,0,0,0,0,1,0,52929,0,0,3,0.0,1,0,0,0,55,True,0,4,1
Mathias Jensen,MID,Brentford,,1,0,22,1,0.0,97,0.34,0.42,0.08,0.47,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,66,FALSE,19,0,0,0,0,1,0,16245,1,0,3,0.0,6,0,0,0,55,True,0,5,1
Vitaly Janelt,MID,Brentford,,0,0,35,1,0.0,98,0.17,0.56,0.39,0.57,2,0,1,0.0,0.0,2026-08-22T16:30:00Z,90,FALSE,19,0,0,0,0,1,0,9018,1,0,3,0.0,9,0,0,0,50,True,1,13,1
Antoni Milambo,MID,Brentford,,0,0,0,0,0.0,99,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,FALSE,19,0,0,0,0,1,0,187,0,0,3,0.0,0,0,0,0,50,True,0,0,1
Fábio Freitas Gouveia Carvalho,MID,Brentford,,0,0,0,0,0.0,100,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,FALSE,19,0,0,0,0,1,0,1459,0,0,3,0.0,0,0,0,0,50,True,0,0,1
Yehor Yarmoliuk,MID,Brentford,,0,0,7,0,0.0,102,0.00,0.04,0.04,0.10,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,23,FALSE,19,0,0,0,0,1,0,123741,0,0,3,0.0,1,0,0,0,50,True,0,6,1
Josh Dasilva,MID,Brentford,,0,0,0,0,0.0,103,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,FALSE,19,0,0,0,0,1,0,2396,0,0,3,0.0,0,0,0,0,50,True,0,0,1
Jaidon Anthony,MID,Brentford,,0,0,9,0,0.0,105,0.35,0.38,0.03,0.10,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,23,FALSE,19,0,0,0,0,1,0,14244,0,0,3,0.0,1,0,0,0,60,True,0,8,1
Igor Thiago Nascimento Rodrigues,FWD,Brentford,,0,0,-3,1,0.0,106,0.08,1.08,1.00,0.50,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,82,FALSE,19,0,1,0,0,1,0,1509299,1,0,3,0.0,0,0,0,0,80,True,0,5,1
Kaye Furo,FWD,Brentford,,0,0,0,0,0.0,107,0.00,0.00,0.00,0.00,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,0,FALSE,19,0,0,0,0,1,0,78000,0,0,3,0.0,0,0,0,0,45,True,0,0,1
Callum Wilson,FWD,Brentford,,0,0,4,0,0.0,108,0.04,0.07,0.03,0.07,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,7,FALSE,19,0,0,0,0,1,0,30450,0,0,3,0.0,1,0,0,0,55,True,0,0,1
Mamadou Sangaré,MID,Brentford,,2,3,41,1,0.0,565,0.33,0.38,0.05,0.47,2,0,0,0.0,0.0,2026-08-22T16:30:00Z,75,FALSE,19,0,0,0,0,1,0,294770,1,0,3,0.0,14,0,0,0,55,True,0,13,1
Bart Verbruggen,GK,Brighton,,0,0,25,1,0.0,109,0.00,0.00,0.00,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,2,0,0,0,0,1,0,1987586,1,0,4,0.0,6,0,0,0,45,True,0,0,1
Jason Steele,GK,Brighton,,0,0,0,0,0.0,111,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,369830,0,0,4,0.0,0,0,0,0,40,True,0,0,1
Ferdi Kadıoğlu,DEF,Brighton,,0,0,0,0,0.0,113,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,265528,0,0,4,0.0,0,0,0,0,45,True,0,0,1
Olivier Boscagli,DEF,Brighton,,0,0,29,1,0.0,114,0.04,0.04,0.00,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,2,0,0,0,0,1,0,19109,1,0,4,0.0,6,0,0,0,45,True,0,6,1
Maxim De Cuyper,DEF,Brighton,,1,2,46,1,0.0,115,0.21,1.68,1.47,0.29,7,0,1,0.0,0.0,2026-08-23T13:00:00Z,77,FALSE,2,0,0,0,0,1,0,151636,1,0,4,0.0,17,0,0,0,45,True,0,4,1
Lewis Dunk,DEF,Brighton,,0,0,24,1,0.0,116,0.04,0.04,0.00,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,2,0,0,0,0,1,0,88762,1,0,4,0.0,6,0,0,0,45,True,0,2,1
Diego Coppola,DEF,Brighton,,0,0,0,0,0.0,117,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,1583,0,0,4,0.0,0,0,0,0,45,True,0,0,1
Igor Julio dos Santos de Paulo,DEF,Brighton,,0,0,0,0,0.0,118,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,7195,0,0,4,0.0,0,0,0,0,45,True,0,0,1
João Pedro Loureiro da Costa,DEF,Brighton,,0,0,7,0,0.0,119,0.00,0.12,0.12,0.10,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,26,FALSE,2,0,0,0,0,1,0,2148,0,0,4,0.0,1,0,0,0,45,True,0,4,1
Michael Svoboda,DEF,Brighton,,0,0,0,0,0.0,120,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,3997,0,0,4,0.0,0,0,0,0,50,True,0,0,1
Mitoma Kaoru,MID,Brighton,,0,0,0,0,0.0,121,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,4360,0,0,4,0.0,0,0,0,0,60,True,0,0,1
Yankuba Minteh,MID,Brighton,,0,0,0,0,0.0,122,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,9337,0,0,4,0.0,0,0,0,0,60,True,0,0,1
Jack Hinshelwood,MID,Brighton,,0,3,54,1,0.0,123,0.02,1.43,1.41,0.19,7,0,2,0.0,0.0,2026-08-23T13:00:00Z,63,FALSE,2,0,0,0,0,1,0,39219,1,0,4,0.0,16,0,0,0,60,True,0,3,1
Pascal Groß,MID,Brighton,,0,0,18,1,0.0,124,0.27,0.27,0.00,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,2,0,0,0,0,1,0,1308033,1,0,4,0.0,2,0,0,0,55,True,1,5,1
Georginio Rutter,FWD,Brighton,,1,0,22,1,0.0,125,0.44,0.52,0.08,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,2,0,0,0,0,1,0,78765,1,0,4,0.0,5,0,0,0,55,True,0,7,1
Matt O'Riley,MID,Brighton,,0,0,0,0,0.0,126,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,8249,0,0,4,0.0,0,0,0,0,55,True,0,0,1
Diego Gómez Amarilla,MID,Brighton,,1,0,27,1,0.0,127,0.48,0.66,0.18,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,85,FALSE,2,0,0,0,0,1,0,355972,1,0,4,0.0,6,0,0,0,50,True,0,6,1
Facundo Buonanotte,MID,Brighton,,0,0,0,0,0.0,128,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,528,0,0,4,0.0,0,0,0,0,50,True,0,0,1
Yasin Ayari,MID,Brighton,,0,0,8,1,0.0,129,0.03,0.14,0.11,0.19,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,63,FALSE,2,0,0,0,0,1,0,61091,1,0,4,0.0,2,0,0,0,55,True,1,4,1
Mats Wieffer,DEF,Brighton,,0,1,32,1,0.0,130,0.05,0.14,0.09,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,77,FALSE,2,0,0,0,0,1,0,22925,1,0,4,0.0,7,0,0,0,50,True,0,8,1
Carlos Baleba,MID,Brighton,,0,0,0,0,0.0,131,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,17798,0,0,4,0.0,0,0,0,0,50,True,0,0,1
Harry Howell,MID,Brighton,,0,0,0,0,0.0,132,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,6770,0,0,4,0.0,0,0,0,0,45,True,0,0,1
Tom Watson,MID,Brighton,,0,0,0,0,0.0,133,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,241,0,0,4,0.0,0,0,0,0,50,True,0,0,1
Nehemiah Oriola,MID,Brighton,,0,0,0,0,0.0,134,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,24725,0,0,4,0.0,0,0,0,0,45,True,0,0,1
Zadok Yohanna,MID,Brighton,,0,0,3,0,0.0,135,0.03,0.03,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,12,FALSE,2,0,0,0,0,1,0,6623,0,0,4,0.0,1,0,0,0,50,True,0,0,1
Stefanos Tzimas,FWD,Brighton,,0,0,0,0,0.0,137,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,879,0,0,4,0.0,0,0,0,0,55,True,0,0,1
Charalampos Kostoulas,FWD,Brighton,,0,0,-1,0,0.0,138,0.00,0.18,0.18,0.10,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,26,FALSE,2,0,0,0,0,1,0,19339,0,0,4,0.0,1,0,0,0,55,True,0,2,1
Evan Ferguson,FWD,Brighton,,0,0,0,0,0.0,139,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,2877,0,0,4,0.0,0,0,0,0,50,True,0,0,1
Pascal Struijk,DEF,Brighton,,0,0,0,0,0.0,328,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,19933,0,0,4,0.0,0,0,0,0,50,True,0,0,1
Luka Vušković,DEF,Brighton,,0,0,19,1,0.0,504,0.03,0.16,0.13,0.29,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,90,FALSE,2,0,0,0,0,1,0,221596,1,0,4,0.0,6,0,0,0,50,True,0,4,1
Promise David,FWD,Brighton,,0,0,0,0,0.0,594,0.00,0.00,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,0,FALSE,2,0,0,0,0,1,0,20944,0,0,4,0.0,0,0,0,0,60,True,0,0,1
Ibrahim Osman,MID,Brighton,,0,0,7,0,0.0,600,0.05,0.05,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,12,FALSE,2,0,0,0,0,1,0,633,0,0,4,0.0,1,0,0,0,50,True,0,2,1
Malick Yalcouyé,MID,Brighton,,0,0,3,0,0.0,605,0.01,0.01,0.00,0.00,7,0,0,0.0,0.0,2026-08-23T13:00:00Z,4,FALSE,2,0,0,0,0,1,0,0,0,0,4,0.0,1,0,0,0,45,True,0,0,1
Morgan Rogers,MID,Chelsea,,0,1,37,0,0.0,40,0.10,1.06,0.96,1.24,10,2,1,0.0,0.0,2026-08-24T19:00:00Z,81,FALSE,10,0,0,0,0,1,0,2178086,1,3,2,0.0,8,0,0,0,75,False,0,7,1
Jordan Henderson,MID,Chelsea,,0,0,0,0,0.0,101,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,3629,0,3,2,0.0,0,0,0,0,50,False,0,0,1
Danny Welbeck,FWD,Chelsea,,0,0,0,0,0.0,136,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,112037,0,3,2,0.0,0,0,0,0,60,False,0,0,1
Robert Lynch Sánchez,GK,Chelsea,,0,0,6,0,0.0,140,0.01,0.01,0.00,1.33,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,90,FALSE,10,0,0,0,0,1,4,207899,1,3,2,0.0,2,0,0,0,50,False,0,0,1
Filip Jörgensen,GK,Chelsea,,0,0,0,0,0.0,141,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,1796,0,3,2,0.0,0,0,0,0,50,False,0,0,1
Reece James,DEF,Chelsea,,0,0,5,0,0.0,142,0.07,0.17,0.10,1.33,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,90,FALSE,10,0,0,0,0,1,0,879361,1,3,2,0.0,0,0,0,0,55,False,1,6,1
Trevoh Chalobah,DEF,Chelsea,,0,0,0,0,0.0,143,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,21121,0,3,2,0.0,0,0,0,0,55,False,0,0,1
Malo Gusto,DEF,Chelsea,,0,0,2,0,0.0,144,0.03,0.03,0.00,1.11,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,75,FALSE,10,0,0,0,0,1,0,98423,1,3,2,0.0,1,0,0,0,50,False,0,3,1
Wesley Fofana,DEF,Chelsea,,0,0,0,0,0.0,145,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,1057,0,3,2,0.0,0,0,0,0,50,False,0,0,1
Benoît Badiashile Mukinayi,DEF,Chelsea,,0,0,0,0,0.0,146,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,2313,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Tosin Adarabioyo,DEF,Chelsea,,0,0,0,0,0.0,147,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,18070,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Jorrel Hato,DEF,Chelsea,,0,0,5,0,0.0,148,0.03,0.04,0.01,1.05,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,64,FALSE,10,0,0,0,0,1,0,40724,1,3,2,0.0,1,0,0,0,45,False,0,3,1
Levi Samuels Colwill,DEF,Chelsea,,0,0,6,0,0.0,149,0.03,0.04,0.01,1.33,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,90,FALSE,10,0,0,0,0,1,0,142918,1,3,2,0.0,0,0,0,0,50,False,1,4,1
Mamadou Sarr,DEF,Chelsea,,0,0,0,0,0.0,150,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,6689,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Josh Acheampong,DEF,Chelsea,,0,0,13,0,0.0,151,0.01,0.01,0.00,1.33,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,90,FALSE,10,0,0,0,0,1,0,24066,1,3,2,0.0,3,0,0,0,45,False,0,15,1
Marco Palestra,DEF,Chelsea,,0,0,0,0,0.0,152,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,263643,0,3,2,0.0,0,0,0,0,55,False,0,0,1
Axel Disasi,DEF,Chelsea,,0,0,0,0,0.0,153,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,5243,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Cole Palmer,MID,Chelsea,,1,3,60,0,0.0,154,0.19,0.47,0.28,1.24,10,2,1,0.0,0.0,2026-08-24T19:00:00Z,82,FALSE,10,0,0,0,0,1,0,919516,1,3,2,0.0,13,0,0,0,95,False,0,9,1
Enzo Fernández,MID,Chelsea,,0,0,6,0,0.0,155,0.02,0.02,0.00,0.28,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,25,FALSE,10,0,0,0,0,1,0,442051,0,3,2,0.0,1,0,0,0,70,False,0,3,1
Pedro Lomba Neto,MID,Chelsea,,0,0,9,0,0.0,156,0.07,0.10,0.03,0.22,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,14,FALSE,10,0,0,0,0,1,0,116795,0,3,2,0.0,1,0,0,0,65,False,0,4,1
Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,,0,0,3,0,0.0,157,0.00,0.00,0.00,0.09,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,7,FALSE,10,0,0,0,0,1,0,109575,0,3,2,0.0,1,0,0,0,65,False,0,1,1
Jamie Bynoe-Gittens,MID,Chelsea,,0,0,0,0,0.0,158,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,3231,0,3,2,0.0,0,0,0,0,60,False,0,0,1
Moisés Caicedo Corozo,MID,Chelsea,,0,0,0,0,0.0,159,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,347122,0,3,2,0.0,0,0,0,0,55,False,0,0,1
Roméo Lavia,MID,Chelsea,,0,0,8,0,0.0,161,0.03,0.24,0.21,1.05,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,64,FALSE,10,0,0,0,0,1,0,4654,1,3,2,0.0,1,0,0,0,50,False,1,9,1
Dário Luís Essugo,MID,Chelsea,,0,0,0,0,0.0,163,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,18298,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Geovany Quenda,MID,Chelsea,,0,0,2,0,0.0,164,0.00,0.00,0.00,0.09,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,8,FALSE,10,0,0,0,0,1,0,3758,0,3,2,0.0,1,0,0,0,55,False,0,1,1
João Pedro Junqueira de Jesus,FWD,Chelsea,,1,2,45,0,0.0,165,0.06,0.69,0.63,1.33,10,2,1,0.0,0.0,2026-08-24T19:00:00Z,90,FALSE,10,0,0,0,0,1,0,5764207,1,3,2,0.0,11,0,0,0,75,False,0,3,1
Nicolas Jackson,FWD,Chelsea,,0,0,0,0,0.0,166,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,29435,0,3,2,0.0,0,0,0,0,65,False,0,0,1
Liam Delap,FWD,Chelsea,,0,0,0,0,0.0,167,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,40156,0,3,2,0.0,0,0,0,0,55,False,0,0,1
Marc Guiu Paz,FWD,Chelsea,,0,0,0,0,0.0,168,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,42801,0,3,2,0.0,0,0,0,0,50,False,0,0,1
Shumaira Mheuka,FWD,Chelsea,,0,0,0,0,0.0,169,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,30422,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Emmanuel Emegha,FWD,Chelsea,,0,0,0,0,0.0,170,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,11724,0,3,2,0.0,0,0,0,0,50,False,0,0,1
Maxence Lacroix,DEF,Chelsea,,1,0,25,0,0.0,200,0.20,0.20,0.00,1.33,10,2,0,0.0,0.0,2026-08-24T19:00:00Z,90,FALSE,10,0,0,0,0,1,0,792478,1,3,2,0.0,6,0,0,0,60,False,0,12,1
Mike Penders,GK,Chelsea,,0,0,0,0,0.0,560,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,6087,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Aaron Anselmino,DEF,Chelsea,,0,0,0,0,0.0,561,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,1770,0,3,2,0.0,0,0,0,0,45,False,0,0,1
Valentín Barco,MID,Chelsea,,0,0,0,0,0.0,568,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,12041,0,3,2,0.0,0,0,0,0,55,False,0,0,1
Mykhailo Mudryk,MID,Chelsea,,0,0,0,0,0.0,578,0.00,0.00,0.00,0.00,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,0,FALSE,10,0,0,0,0,1,0,3847,0,3,2,0.0,0,0,0,0,55,False,0,0,1
Pep Chavarría,DEF,Chelsea,,0,0,3,0,0.0,583,0.00,0.00,0.00,0.28,10,0,0,0.0,0.0,2026-08-24T19:00:00Z,25,FALSE,10,0,0,0,0,1,0,17073,0,3,2,0.0,1,0,0,0,50,False,0,1,1
Frank Onyeka,MID,Coventry City,,0,0,8,0,0.0,104,0.01,0.01,0.00,1.88,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,90,FALSE,1,0,0,0,0,1,0,13188,1,0,3,0.0,2,0,0,0,50,False,0,9,1
Carl Rushworth,GK,Coventry City,,0,0,0,0,0.0,110,0.01,0.01,0.00,1.88,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,90,FALSE,1,0,0,0,0,1,2,100521,1,0,3,0.0,1,0,0,0,45,False,0,0,1
Oliver Dovin,GK,Coventry City,,0,0,0,0,0.0,171,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,142267,0,0,3,0.0,0,0,0,0,40,False,0,0,1
Ben Wilson,GK,Coventry City,,0,0,0,0,0.0,172,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,42690,0,0,3,0.0,0,0,0,0,45,False,0,0,1
Bobby Thomas,DEF,Coventry City,,0,0,11,0,0.0,173,0.01,0.03,0.02,1.88,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,90,FALSE,1,0,0,0,0,1,0,721945,1,0,3,0.0,3,0,0,0,40,False,0,10,1
Liam Kitching,DEF,Coventry City,,0,0,0,0,0.0,174,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,60272,0,0,3,0.0,0,0,0,0,40,False,0,0,1
Milan van Ewijk,DEF,Coventry City,,0,0,-8,0,0.0,175,0.01,0.01,0.00,1.88,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,90,FALSE,1,0,0,0,0,1,0,1257228,1,0,3,0.0,1,0,0,0,40,False,0,7,1
Jay Dasilva,DEF,Coventry City,,0,0,-4,0,0.0,176,0.02,0.02,0.00,1.88,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,90,FALSE,1,0,0,0,0,1,0,73424,1,0,3,0.0,1,0,0,0,40,False,0,6,1
Kaine Kesler-Hayden,DEF,Coventry City,,0,0,0,0,0.0,177,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,6032,0,0,3,0.0,0,0,0,0,40,False,0,0,1
Jake Bidwell,DEF,Coventry City,,0,0,0,0,0.0,178,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,7091,0,0,3,0.0,0,0,0,0,40,False,0,0,1
Joel Latibeaudiere,DEF,Coventry City,,0,0,0,0,0.0,179,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,3977,0,0,3,0.0,0,0,0,0,40,False,0,0,1
Luke Woolfenden,DEF,Coventry City,,0,0,0,0,0.0,180,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,16501,0,0,3,0.0,0,0,0,0,40,False,0,0,1
Miguel Brau,DEF,Coventry City,,0,0,0,0,0.0,181,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,3736,0,0,3,0.0,0,0,0,0,40,False,0,0,1
Aurèle Amenda,DEF,Coventry City,,0,0,1,0,0.0,182,0.01,0.01,0.00,1.88,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,90,FALSE,1,0,0,0,0,1,0,75420,1,0,3,0.0,1,0,0,0,40,False,0,9,1
Jack Rudoni,MID,Coventry City,,0,0,3,0,0.0,183,0.00,0.15,0.15,0.29,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,20,FALSE,1,0,0,0,0,1,0,13002,0,0,3,0.0,1,0,0,0,50,False,0,5,1
Matt Grimes,MID,Coventry City,,0,0,14,0,0.0,184,0.01,0.01,0.00,1.88,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,90,FALSE,1,0,0,0,0,1,0,17412,1,0,3,0.0,2,0,0,0,50,False,0,7,1
Tatsuhiro Sakamoto,MID,Coventry City,,0,0,0,0,0.0,185,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,10294,0,0,3,0.0,0,0,0,0,50,False,0,0,1
Ephron Mason-Clark,MID,Coventry City,,0,0,0,0,0.0,186,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,11314,0,0,3,0.0,0,0,0,0,55,False,0,0,1
Josh Eccles,MID,Coventry City,,0,0,0,0,0.0,187,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,1503,0,0,3,0.0,0,0,0,0,50,False,0,0,1
Victor Torp,MID,Coventry City,,0,0,8,0,0.0,188,0.11,0.11,0.00,0.32,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,28,FALSE,1,0,0,0,0,1,0,15509,0,0,3,0.0,1,0,0,0,55,False,0,1,1
George Shepherd,MID,Coventry City,,0,0,0,0,0.0,189,0.00,0.00,0.00,0.00,1,0,0,0.0,0.0,2026-08-21T19:00:00Z,0,FALSE,1,0,0,0,0,1,0,28435,0,0,3,0.0,0,0,0,0,45,False,0,0,1
Loum Tchaouna,MID,Coventry City,,0,0,11,0,0.0,190,0.02,0.06,0.04,1.76,1,3,0,0.0,0.0,2026-08-21T19:00:00Z,81,FALSE,1,0,0,0,0,1,0,12321,1,0,3,0.0,2,0,0,0,55,False,0,8,1
