age,assists,assists_per90,cards_red,cards_yellow,cards_yellow_red,crosses,fbref_id,fouled,fouls,games,games_complete,games_starts,games_subs,goals,goals_assists,goals_assists_pens_per90,goals_assists_per90,goals_pens,goals_pens_per90,goals_per90,goals_per_shot,goals_per_shot_on_target,interceptions,minutes,minutes_90s,minutes_pct,minutes_per_game,minutes_per_start,minutes_per_sub,name,nationality,offsides,on_goals_against,on_goals_for,own_goals,pens_att,pens_conceded,pens_made,pens_won,plus_minus,plus_minus_per90,plus_minus_wowy,points_per_game,position,shots,shots_on_target,shots_on_target_pct,shots_on_target_per90,shots_per90,tackles_won,team,unused_subs,gk_clean_sheets,gk_clean_sheets_pct,gk_games,gk_games_starts,gk_goals_against,gk_goals_against_per90,gk_losses,gk_minutes,gk_pens_allowed,gk_pens_att,gk_pens_missed,gk_pens_save_pct,gk_pens_saved,gk_save_pct,gk_saves,gk_shots_on_target_against,gk_ties,gk_wins
"24-320","0.00","0.00","0.00","0.00","","","230f0471","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Nathan Patterson","sct SCO","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Everton","1","","","","","","","","","","","","","","","","","",""
"27-106","0.00","0.00","0.00","0.00","","","fe558029","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Mark Travers","ie IRL","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Everton","2","","","","","","","","","","","","","","","","","",""
"29-336","0","0.00","0","0","0","0","48035304","2","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","57","0.6","31.7","57","0.00","57","Nico Elvedi","ch SUI","0","1","1","0","0","0.00","0","0.00","0","0.00","-0.73","1.00","DF","0","0","0.00","0.00","0.00","0","Leeds","1","","","","","","","","","","","","","","","","","",""
"25-352","0","0.00","0","0","0","1","10b9fa99","2","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","4","180","2.0","100.0","90","90","0.00","Ethan Ampadu","wls WAL","0","1","2","0","0","0.00","0","0.00","+1","+0.50","0.00","2.00","MF","1","0","0.0","0.00","0.50","1","Leeds","0","","","","","","","","","","","","","","","","","",""
"29-169","0","0.00","0","1","0","0","59e6e5bf","1","4","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","0.25","1.00","0","180","2.0","100.0","90","90","0.00","Dominic Calvert-Lewin","eng ENG","3","1","2","0","0","0.00","0","0.00","+1","+0.50","0.00","2.00","FW","4","1","25.0","0.50","2.00","0","Leeds","0","","","","","","","","","","","","","","","","","",""
"28-190","0","0.00","0","0","0","3","fb614c44","2","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","James Justin","eng ENG","0","1","2","0","0","0.00","0","0.00","+1","+0.50","0.00","2.00","MF","1","1","100.0","0.50","0.50","5","Leeds","0","","","","","","","","","","","","","","","","","",""
"23-185","0","0.00","0","0","0","1","426dda23","1","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","4","180","2.0","100.0","90","90","0.00","Tarik Muharemovic","ba BIH","1","1","2","0","0","0.00","0","0.00","+1","+0.50","0.00","2.00","DF","1","1","100.0","0.50","0.50","1","Leeds","0","","","","","","","","","","","","","","","","","",""
"27-290","0","0.00","0","0","0","8","0f59a7bf","6","2","2","2","2","0","1","1","0.50","0.50","1","0.50","0.50","0.25","1.00","6","180","2.0","100.0","90","90","0.00","Anton Stach","de GER","0","1","2","0","0","0.00","0","0.00","+1","+0.50","0.00","2.00","MF","4","1","25.0","0.50","2.00","2","Leeds","0","","","","","","","","","","","","","","","","","",""
"23-326","0","0.00","0","0","0","0","259fea27","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","James Trafford","eng ENG","0","1","2","0","0","0.00","0","0.00","+1","+0.50","0.00","2.00","GK","0","0","0.00","0.00","0.00","0","Leeds","0","1","50.0","2","2","1","0.50","0","180","0","0","0","0.00","0","87.5","6","8","1","1"
"26-036","0","0.00","0","0","0","3","ae5019e6","5","2","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","157","1.7","87.2","79","79","0.00","Jayden Bogle","eng ENG","0","1","1","0","0","0.00","0","0.00","0","0.00","-3.91","2.00","MF","0","0","0.00","0.00","0.00","2","Leeds","0","","","","","","","","","","","","","","","","","",""
"27-208","0","0.00","0","0","0","1","6fdac234","1","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","135","1.5","75.0","68","68","0.00","Jaka Bijol","si SVN","0","1","1","0","0","0.00","0","0.00","0","0.00","-2.00","2.00","DF","2","0","0.0","0.00","1.33","1","Leeds","0","","","","","","","","","","","","","","","","","",""
"25-314","0","0.00","0","0","0","0","5bc43860","3","0","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","126","1.4","70.0","63","63","0.00","Brenden Aaronson","us USA","0","1","0","0","0","0.00","0","0.00","-1","-0.71","-4.05","2.00","MF","1","1","100.0","0.71","0.71","2","Leeds","0","","","","","","","","","","","","","","","","","",""
"28-314","0","0.00","0","0","0","1","8d62d31a","2","3","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","123","1.4","68.3","62","62","0.00","Joe Rodon","wls WAL","0","0","1","0","0","0.00","0","0.00","+1","+0.73","+0.73","2.00","DF","1","0","0.0","0.00","0.73","0","Leeds","0","","","","","","","","","","","","","","","","","",""
"29-163","0","0.00","0","0","0","6","c6dc9ecd","1","1","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","110","1.2","61.1","55","65","45","Harry Wilson","wls WAL","1","0","1","0","0","0.00","0","0.00","+1","+0.82","+0.82","2.00","MF","1","0","0.0","0.00","0.82","1","Leeds","0","","","","","","","","","","","","","","","","","",""
"26-100","0","0.00","0","0","0","5","ca607d59","1","1","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","93","1.0","51.7","47","68","25","Noah Okafor","ch SUI","0","1","1","0","0","0.00","0","0.00","0","0.00","-1.03","2.00","MF","2","0","0.0","0.00","1.94","3","Leeds","0","","","","","","","","","","","","","","","","","",""
"27-356","0","0.00","0","0","0","0","1d36d6b6","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","45","0.5","25.0","45","0.00","45","Ao Tanaka","jp JPN","0","0","1","0","0","0.00","0","0.00","+1","+2.00","+2.00","1.00","MF","0","0","0.00","0.00","0.00","0","Leeds","1","","","","","","","","","","","","","","","","","",""
"28-295","0","0.00","0","0","0","2","c931d9f9","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","23","0.3","12.8","23","0.00","23","Daniel James","wls WAL","0","0","1","0","0","0.00","0","0.00","+1","+3.91","+3.91","1.00","FW,MF","4","0","0.0","0.00","15.65","0","Leeds","1","","","","","","","","","","","","","","","","","",""
"27-261","1","4.09","0","0","0","2","0cc5f4a5","1","0","1","0","0","1","0","1","4.09","4.09","0","0.00","0.00","0.00","0.00","0","22","0.2","12.2","22","0.00","22","Lukas Nmecha","de GER","0","0","1","0","0","0.00","0","0.00","+1","+4.09","+4.09","1.00","FW","1","0","0.0","0.00","4.09","0","Leeds","1","","","","","","","","","","","","","","","","","",""
"28-306","0","0.00","0","0","0","0","a2b105e0","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","9","0.1","5.0","9","0.00","9","Sean Longstaff","eng ENG","0","0","1","0","0","0.00","0","0.00","+1","+10.00","+10.00","3.00","MF","0","0","0.00","0.00","0.00","0","Leeds","1","","","","","","","","","","","","","","","","","",""
"33-240","0.00","0.00","0.00","0.00","","","1a5e36e7","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Alex Cairns","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Leeds","1","","","","","","","","","","","","","","","","","",""
"19-048","0.00","0.00","0.00","0.00","","","67cc36ba","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Alfie Cresswell","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Leeds","1","","","","","","","","","","","","","","","","","",""
"22-300","0.00","0.00","0.00","0.00","","","75fdd638","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Wilfried Gnonto","it ITA","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","FW,MF","","","","","","","Leeds","1","","","","","","","","","","","","","","","","","",""
"27-125","0.00","0.00","0.00","0.00","","","d5d22a58","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Gabriel Gudmundsson","se SWE","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF,MF","","","","","","","Leeds","1","","","","","","","","","","","","","","","","","",""
"18-146","0.00","0.00","0.00","0.00","","","2444cd03","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jayden Lienou","wls WAL","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Leeds","1","","","","","","","","","","","","","","","","","",""
"28-265","0.00","0.00","0.00","0.00","","","5dbd461a","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Lucas Perri","br BRA","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Leeds","1","","","","","","","","","","","","","","","","","",""
"20-034","0","0.00","0","0","0","0","3684108d","1","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Jaydee Canvot","fr FRA","0","6","1","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","DF","1","0","0.0","0.00","0.50","4","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"29-173","0","0.00","0","0","0","0","e5a76dfe","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Dean Henderson","eng ENG","0","6","1","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","GK","0","0","0.00","0.00","0.00","0","Crystal Palace","0","0","0.0","2","2","6","3.00","2","180","0","0","0","0.00","0","53.8","7","13","0","0"
"30-027","0","0.00","0","1","0","4","15b287da","3","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","2","180","2.0","100.0","90","90","0.00","Daichi Kamada","jp JPN","0","6","1","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","MF","1","0","0.0","0.00","0.50","7","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"27-000","0","0.00","0","0","0","5","5cbd1eb0","0","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Tyrick Mitchell","eng ENG","0","6","1","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","MF","2","0","0.0","0.00","1.00","2","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"26-157","0","0.00","0","0","0","0","0a3d6d2b","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","4","180","2.0","100.0","90","90","0.00","Chris Richards","us USA","0","6","1","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","DF","1","1","100.0","0.50","0.50","3","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"22-207","0","0.00","0","0","0","1","4b542852","4","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","4","180","2.0","100.0","90","90","0.00","Adam Wharton","eng ENG","0","6","1","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","MF","0","0","0.00","0.00","0.00","3","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"27-094","0","0.00","0","0","0","0","a53649b7","1","1","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","121","1.3","67.2","61","61","0.00","Eddie Nketiah","eng ENG","0","5","1","0","0","0.00","0","0.00","-4","-2.98","-1.45","0.00","MF","3","1","33.3","0.74","2.23","3","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"21-363","0","0.00","0","1","0","7","638ddf68","0","2","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","110","1.2","61.1","55","74","36","Anan Khalaili","il ISR","0","3","1","0","0","0.00","0","0.00","-2","-1.64","+2.22","0.00","MF","1","0","0.0","0.00","0.82","9","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"23-316","0","0.00","0","0","0","9","540ec57b","3","3","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","103","1.1","57.2","52","67","36","Yéremy Pino","es ESP","2","3","1","0","0","0.00","0","0.00","-2","-1.75","+1.76","0.00","MF","3","0","0.0","0.00","2.62","2","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"27-300","0","0.00","0","0","0","4","b3af9be1","1","1","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","4","92","1.0","51.1","46","73","19","Takehiro Tomiyasu","jp JPN","0","3","1","0","0","0.00","0","0.00","-2","-1.96","+1.11","0.00","DF","0","0","0.00","0.00","0.00","0","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"26-207","0","0.00","0","0","0","0","f553b2b3","1","3","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","45","62","28","Jørgen Strand Larsen","no NOR","0","3","1","0","0","0.00","0","0.00","-2","-2.00","+1.00","0.00","FW","2","1","50.0","1.00","2.00","1","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"26-283","0","0.00","0","0","0","0","fc15fb84","0","1","2","0","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","85","0.9","47.2","43","62","23","Dwight McNeil","eng ENG","0","3","0","0","0","0.00","0","0.00","-3","-3.18","-1.28","0.00","MF","1","0","0.0","0.00","1.06","0","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"23-076","0","0.00","0","0","0","0","b3b9b8b8","0","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","71","0.8","39.4","71","71","0.00","Chadi Riad","ma MAR","0","2","0","0","0","0.00","0","0.00","-2","-2.54","-0.06","0.00","DF","0","0","0.00","0.00","0.00","1","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"29-065","0","0.00","0","0","0","0","50e6dc35","0","2","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","62","0.7","34.4","62","62","0.00","Jean-Philippe Mateta","fr FRA","0","2","0","0","0","0.00","0","0.00","-2","-2.90","-0.62","0.00","FW","2","0","0.0","0.00","2.90","0","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"30-098","0","0.00","0","0","0","0","778ef829","0","1","1","0","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","54","0.6","30.0","54","54","0.00","Daniel Muñoz","co COL","0","2","0","0","0","0.00","0","0.00","-2","-3.33","-1.19","0.00","MF","2","1","50.0","1.67","3.33","1","Crystal Palace","1","","","","","","","","","","","","","","","","","",""
"25-062","0","0.00","0","0","0","1","b73f17f8","0","2","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","56","0.6","31.1","28","0.00","28","Evann Guessand","ci CIV","0","1","0","0","0","0.00","0","0.00","-1","-1.61","+1.30","0.00","FW,MF","1","1","100.0","1.61","1.61","0","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"19-163","0","0.00","0","0","0","0","bc2eb719","0","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","23","0.3","12.8","23","0.00","23","Zavier Gozo","us USA","1","1","0","0","0","0.00","0","0.00","-1","-3.91","-1.62","0.00","MF","0","0","0.00","0.00","0.00","1","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"28-174","0","0.00","0","0","0","0","ad82197c","0","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","17","0.2","9.4","17","0.00","17","Axel Disasi","fr FRA","0","1","0","0","0","0.00","0","0.00","-1","-5.29","-3.09","0.00","DF","0","0","0.00","0.00","0.00","0","Crystal Palace","0","","","","","","","","","","","","","","","","","",""
"27-111","0","0.00","0","0","0","0","056269d7","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","16","0.2","8.9","16","0.00","16","Óscar Mingueza","es ESP","0","1","0","0","0","0.00","0","0.00","-1","-5.63","-3.43","0.00","DF,MF","0","0","0.00","0.00","0.00","1","Crystal Palace","1","","","","","","","","","","","","","","","","","",""
"33-225","0.00","0.00","0.00","0.00","","","8a2248b4","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Walter Benítez","ar ARG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Crystal Palace","2","","","","","","","","","","","","","","","","","",""
"31-137","0.00","0.00","0.00","0.00","","","a0666d3e","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Will Hughes","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Crystal Palace","2","","","","","","","","","","","","","","","","","",""
"31-311","0.00","0.00","0.00","0.00","","","9b5ce51a","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Jefferson Lerma","co COL","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF,MF","","","","","","","Crystal Palace","1","","","","","","","","","","","","","","","","","",""
"28-223","0.00","0.00","0.00","0.00","","","af0d79a9","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Borna Sosa","hr CRO","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF,MF","","","","","","","Crystal Palace","1","","","","","","","","","","","","","","","","","",""
"21-178","0","0.00","0","1","0","1","ac31d35e","5","2","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Jair Cunha","br BRA","0","3","2","0","0","0.00","0","0.00","-1","-0.50","0.00","0.50","DF","0","0","0.00","0.00","0.00","1","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"26-217","1","0.50","0","0","0","4","32f60ed8","3","2","2","2","2","0","1","2","0.50","1.00","0","0.00","0.50","0.25","1.00","1","180","2.0","100.0","90","90","0.00","Morgan Gibbs-White","eng ENG","1","3","2","0","1","0.00","1","0.00","-1","-0.50","0.00","0.50","MF","4","1","25.0","0.50","2.00","1","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"28-324","0","0.00","0","0","0","0","bee704fc","1","4","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","3","180","2.0","100.0","90","90","0.00","Nikola Milenković","rs SRB","0","3","2","0","0","0.00","0","0.00","-1","-0.50","0.00","0.50","DF","2","0","0.0","0.00","1.00","1","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"34-187","0","0.00","0","0","0","0","834b5c4c","0","0","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Matz Sels","be BEL","0","3","2","0","0","0.00","0","0.00","-1","-0.50","0.00","0.50","GK","0","0","0.00","0.00","0.00","0","Nott'm Forest","0","0","0.0","2","2","3","1.50","1","180","0","0","0","0.00","0","57.1","4","7","1","0"
"25-141","0","0.00","0","0","0","8","dd323728","2","1","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","180","2.0","100.0","90","90","0.00","Neco Williams","wls WAL","1","3","2","0","0","0.00","0","0.00","-1","-0.50","0.00","0.50","MF","1","0","0.0","0.00","0.50","7","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"25-188","0","0.00","0","1","0","0","dbe24cce","4","5","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","179","2.0","99.4","90","90","0.00","Igor Jesus","br BRA","1","3","2","0","0","0.00","0","0.00","-1","-0.50","-0.50","0.50","FW","6","2","33.3","1.01","3.02","1","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"24-059","0","0.00","0","0","0","0","1704b0b8","1","1","2","1","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","179","2.0","99.4","90","90","0.00","Murillo","br BRA","0","3","2","0","0","0.00","0","0.00","-1","-0.50","-0.50","0.50","DF","1","0","0.0","0.00","0.50","1","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"23-318","0","0.00","0","0","0","7","96593e89","4","0","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","162","1.8","90.0","81","81","0.00","James Mcatee","eng ENG","0","2","2","0","0","0.00","0","0.00","0","0.00","+5.00","0.50","MF","0","0","0.00","0.00","0.00","2","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"29-328","0","0.00","0","2","0","6","246d153b","2","3","2","0","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","158","1.8","87.8","79","79","0.00","Ola Aina","ng NGA","0","2","2","0","0","0.00","0","0.00","0","0.00","+4.09","0.50","MF","2","1","50.0","0.57","1.14","1","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"25-311","0","0.00","0","0","0","0","8e697a8f","2","3","2","0","2","0","1","1","0.71","0.71","1","0.71","0.71","0.33","1.00","1","126","1.4","70.0","63","63","0.00","Dan Ndoye","ch SUI","0","1","1","0","0","0.00","0","0.00","0","0.00","+1.67","0.50","MF","3","1","33.3","0.71","2.14","0","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"28-338","0","0.00","0","0","0","1","8f056768","1","0","2","1","1","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","107","1.2","59.4","54","90","17","Xaver Schlager","at AUT","0","3","2","0","0","0.00","0","0.00","-1","-0.84","-0.84","0.50","MF","2","0","0.0","0.00","1.68","2","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"28-273","0","0.00","0","0","0","0","bced0375","1","2","1","1","1","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","90","1.0","50.0","90","90","0.00","Ibrahim Sangaré","ci CIV","0","1","0","0","0","0.00","0","0.00","-1","-1.00","-1.00","0.00","MF","1","0","0.0","0.00","1.00","0","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"34-268","0","0.00","0","0","0","0","4e9a0555","1","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","29","0.3","16.1","29","0.00","29","Chris Wood","nz NZL","0","1","0","0","0","0.00","0","0.00","-1","-3.10","-3.10","0.00","FW","1","0","0.0","0.00","3.10","0","Nott'm Forest","1","","","","","","","","","","","","","","","","","",""
"23-205","0","0.00","0","0","0","0","dd897ee7","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","25","0.3","13.9","25","0.00","25","Liam Delap","eng ENG","0","1","1","0","0","0.00","0","0.00","0","0.00","+0.58","1.00","FW","1","0","0.0","0.00","3.60","0","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"23-109","0","0.00","0","0","0","0","e79269bd","0","1","2","0","0","2","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","22","0.2","12.2","11","0.00","11","Luca Netz","de GER","0","1","0","0","0","0.00","0","0.00","-1","-4.09","-4.09","0.50","DF,MF","0","0","0.00","0.00","0.00","1","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"28-065","0","0.00","0","0","0","0","20b3a502","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","1","0.0","0.6","1","0.00","1","Nicolás Domínguez","ar ARG","0","0","0","0","0","0.00","0","0.00","0","0.00","+0.50","1.00","MF","0","0","0.00","0.00","0.00","0","Nott'm Forest","1","","","","","","","","","","","","","","","","","",""
"25-298","0","0.00","0","0","0","0","15f3ec41","0","1","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","1","0.0","0.6","1","0.00","1","Callum Hudson-Odoi","eng ENG","0","0","0","0","0","0.00","0","0.00","0","0.00","+0.50","1.00","FW,MF","0","0","0.00","0.00","0.00","0","Nott'm Forest","1","","","","","","","","","","","","","","","","","",""
"24-224","0","0.00","0","0","0","0","bf4c41f9","0","0","1","0","0","1","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","0","1","0.0","0.6","1","0.00","1","Arnaud Kalimuendo","fr FRA","0","0","0","0","0","0.00","0","0.00","0","0.00","+0.50","0.00","FW","0","0","0.00","0.00","0.00","0","Nott'm Forest","0","","","","","","","","","","","","","","","","","",""
"20-111","0.00","0.00","0.00","0.00","","","c103921a","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Zach Abbott","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Nott'm Forest","2","","","","","","","","","","","","","","","","","",""
"22-271","0.00","0.00","0.00","0.00","","","394be156","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Ousmane Diomande","ci CIV","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF","","","","","","","Nott'm Forest","2","","","","","","","","","","","","","","","","","",""
"30-200","0.00","0.00","0.00","0.00","","","33a235af","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","John","br BRA","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","GK","","","","","","","Nott'm Forest","2","","","","","","","","","","","","","","","","","",""
"28-284","0.00","0.00","0.00","0.00","","","c1fe2a48","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Ryan Yates","eng ENG","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","MF","","","","","","","Nott'm Forest","1","","","","","","","","","","","","","","","","","",""
"33-130","0.00","0.00","0.00","0.00","","","44781702","","","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","0.00","Ben Davies","wls WAL","","0.00","0.00","","0.00","","0.00","","0.00","0.00","0.00","0.00","DF,MF","","","","","","","Spurs","2","","","","","","","","","","","","","","","","","",""
"26-085","0","0.00","0","0","0","0","4fd08daa","1","3","2","2","2","0","0","0","0.00","0.00","0","0.00","0.00","0.00","0.00","1","180","2.0","100.0","90","90","0.00","Jan Paul van Hecke","nl NED","0","5","0","0","0","0.00","0","0.00","-5","-2.50","0.00","0.00","DF","1","1","100.0","0.50","0.50","2","Spurs","0","","","","","","","","","","","","","","","","","",""
